-29.75566,-28.74817,-27.74937,-26.74895,-25.73801,-24.73155,-23.76595,-22.76965,-21.74014,-20.79945,-19.76816,-18.79567,-17.77494,-16.80265,-15.77822,-16.81195,-17.83681,-18.82592,-19.86546,-20.82685,-21.82426,-22.84793,-23.84626,-24.84758,-25.862,-26.86251,-27.85804,-28.86194,-29.88625,0,0,0,0,0,0,0,0,0,0,0,
-29.0074,-27.97807,-27.00266,-25.99748,-25.00381,-23.99399,-23.01991,-21.99844,-21.02188,-20.03857,-19.04462,-18.03102,-17.04043,-16.05721,-15.08714,-16.05517,-17.06469,-18.08472,-19.07368,-20.08768,-21.09267,-22.09098,-23.11536,-24.07657,-25.11223,-26.09442,-27.09985,-28.13455,-29.1042,0,0,0,0,0,0,0,0,0,0,0,
-28.23914,-27.26098,-26.24241,-25.25047,-24.24018,-23.30649,-22.27447,-21.24905,-20.28662,-19.25407,-18.29128,-17.33188,-16.30266,-15.27793,-14.32834,-15.29245,-16.32358,-17.33108,-18.36043,-19.33024,-20.35583,-21.36446,-22.35806,-23.32211,-24.3652,-25.39619,-26.34783,-27.37749,-28.38777,0,0,0,0,0,0,0,0,0,0,0,
-27.49541,-26.52939,-25.51006,-24.528,-23.53055,-22.51073,-21.51154,-20.53195,-19.53497,-18.55103,-17.54475,-16.55927,-15.59294,-14.56767,-13.60315,-14.56577,-15.58673,-16.59015,-17.59439,-18.58559,-19.6185,-20.62213,-21.61877,-22.6273,-23.60173,-24.59831,-25.63107,-26.62257,-27.61421,0,0,0,0,0,0,0,0,0,0,0,
-26.76256,-25.76245,-24.8006,-23.77403,-22.77415,-21.81908,-20.77083,-19.77713,-18.80377,-17.80115,-16.78059,-15.7912,-14.78899,-13.81731,-12.81096,-13.80804,-14.82649,-15.85332,-16.84645,-17.85158,-18.86653,-19.86963,-20.86298,-21.88219,-22.85527,-23.86804,-24.85645,-25.96033,-26.89856,0,0,0,0,0,0,0,0,0,0,0,
-26.02937,-25.01021,-24.03612,-23.04553,-22.03107,-21.0334,-20.08177,-19.0722,-18.07077,-17.08545,-16.03679,-15.08409,-14.08382,-13.08464,-12.08067,-13.09723,-14.07991,-15.09348,-16.11613,-17.11435,-18.09024,-19.13612,-20.12875,-21.12773,-22.11671,-23.20172,-24.09764,-25.16469,-26.16718,0,0,0,0,0,0,0,0,0,0,0,
-25.25879,-24.3033,-23.299,-22.28247,-21.29784,-20.30609,-19.33336,-18.31189,-17.32834,-16.36894,-15.33282,-14.31134,-13.34697,-12.31483,-11.36942,-12.3683,-13.34746,-14.35246,-15.38403,-16.36282,-17.39474,-18.39207,-19.37927,-20.38799,-21.38316,-22.40433,-23.39471,-24.41698,-25.42021,0,0,0,0,0,0,0,0,0,0,0,
-24.53775,-23.56128,-22.54443,-21.54343,-20.57678,-19.58011,-18.57352,-17.57971,-16.57462,-15.61072,-14.59106,-13.57404,-12.56766,-11.58719,-10.62378,-11.62668,-12.62976,-13.62842,-14.63318,-15.61041,-16.62167,-17.63327,-18.65558,-19.64774,-20.68527,-21.68317,-22.66479,-23.70047,-24.65137,0,0,0,0,0,0,0,0,0,0,0,
-23.80173,-22.75623,-21.79605,-20.79111,-19.77048,-18.79852,-17.8118,-16.85434,-15.81989,-14.83655,-13.83231,-12.86691,-11.85553,-10.87793,-9.839539,-10.84717,-11.85245,-12.86661,-13.87042,-14.84808,-15.88428,-16.85834,-17.93332,-18.90924,-19.9014,-20.91385,-21.91248,-22.92511,-23.92822,0,0,0,0,0,0,0,0,0,0,0,
-23.06424,-22.03918,-21.04367,-20.0441,-19.07104,-18.09348,-17.07803,-16.07224,-15.11972,-14.07666,-13.08389,-12.10861,-11.11844,-10.12442,-9.127594,-10.11987,-11.14148,-12.13965,-13.12146,-14.13678,-15.14737,-16.15512,-17.16672,-18.16467,-19.17596,-20.17944,-21.18613,-22.20865,-23.23346,0,0,0,0,0,0,0,0,0,0,0,
-22.28046,-21.28256,-20.33954,-19.31979,-18.29123,-17.32678,-16.36282,-15.33752,-14.32175,-13.34698,-12.38428,-11.35062,-10.37311,-9.363434,-8.383636,-9.391235,-10.38916,-11.36676,-12.36621,-13.42545,-14.4136,-15.41934,-16.43079,-17.43167,-18.42627,-19.43326,-20.42645,-21.43939,-22.48447,0,0,0,0,0,0,0,0,0,0,0,
-21.5658,-20.56097,-19.59467,-18.56293,-17.57886,-16.61206,-15.60477,-14.60233,-13.63681,-12.62228,-11.63602,-10.63107,-9.618896,-8.635712,-7.615051,-8.641022,-9.634155,-10.65796,-11.63791,-12.65051,-13.69684,-14.67267,-15.67984,-16.68759,-17.6911,-18.67947,-19.70401,-20.69965,-21.69543,0,0,0,0,0,0,0,0,0,0,0,
-20.81677,-19.79871,-18.81049,-17.81912,-16.81842,-15.86365,-14.82852,-13.85315,-12.87811,-11.87692,-10.86304,-9.851746,-8.888489,-7.906952,-6.855438,-7.866516,-8.917206,-9.905243,-10.90979,-11.94501,-12.94977,-13.97458,-14.92221,-15.92883,-16.94794,-17.97131,-18.90692,-19.94492,-20.95987,0,0,0,0,0,0,0,0,0,0,0,
-20.0596,-19.07935,-18.07663,-17.12665,-16.09396,-15.10291,-14.09589,-13.16211,-12.12759,-11.1268,-10.14352,-9.134064,-8.145294,-7.133148,-6.124756,-7.152008,-8.18869,-9.168182,-10.16159,-11.17316,-12.19174,-13.17041,-14.1846,-15.18619,-16.21426,-17.22089,-18.22452,-19.20819,-20.23224,0,0,0,0,0,0,0,0,0,0,0,
-19.36356,-18.29959,-17.35699,-16.34033,-15.35342,-14.34171,-13.37952,-12.39758,-11.33289,-10.38635,-9.424988,-8.377014,-7.353821,-6.409546,-5.390259,-6.422058,-7.404846,-8.409058,-9.42395,-10.44632,-11.43045,-12.46057,-13.45508,-14.44019,-15.49832,-16.46231,-17.45087,-18.51279,-19.48788,0,0,0,0,0,0,0,0,0,0,0,
-18.59583,-17.56226,-16.62073,-15.61432,-14.63562,-13.61169,-12.60602,-11.61652,-10.6499,-9.637085,-8.657715,-7.683105,-6.678528,-5.665649,-4.679321,-5.665405,-6.684814,-7.696472,-8.706665,-9.696106,-10.71545,-11.70691,-12.6947,-13.7226,-14.73358,-15.72253,-16.74805,-17.74518,-18.73438,0,0,0,0,0,0,0,0,0,0,0,
-17.8811,-16.85754,-15.87463,-14.88086,-13.85107,-12.89709,-11.88147,-10.89655,-9.930481,-8.875305,-7.930359,-6.90686,-5.898438,-4.974609,-3.916077,-4.922241,-5.965637,-6.975464,-7.960449,-8.949463,-9.947083,-10.98376,-11.96539,-12.95569,-14.01495,-14.95685,-16.00861,-17.00592,-17.95789,0,0,0,0,0,0,0,0,0,0,0,
-17.10358,-16.10864,-15.10284,-14.11566,-13.12616,-12.14587,-11.16638,-10.14862,-9.128357,-8.187256,-7.186035,-6.174622,-5.176208,-4.178955,-3.168518,-4.19281,-5.180603,-6.194885,-7.193665,-8.187622,-9.226929,-10.21429,-11.19275,-12.22131,-13.26599,-14.22107,-15.26654,-16.23932,-17.25763,0,0,0,0,0,0,0,0,0,0,0,
-16.35767,-15.37762,-14.36877,-13.37146,-12.36865,-11.39868,-10.41003,-9.401489,-8.416687,-7.445984,-6.415649,-5.461121,-4.433411,-3.44873,-2.41687,-3.440735,-4.458252,-5.434631,-6.449402,-7.507263,-8.449341,-9.49469,-10.48334,-11.49939,-12.50726,-13.47473,-14.51416,-15.4953,-16.49847,0,0,0,0,0,0,0,0,0,0,0,
-17.61914,-16.62366,-15.61615,-14.67194,-13.63751,-12.62054,-11.67261,-10.68433,-9.690979,-8.67865,-7.677124,-6.707642,-5.685242,-4.68573,-3.700439,-4.7052,-5.703796,-6.742004,-7.735413,-8.729309,-9.731018,-10.75696,-11.73999,-12.75616,-13.75098,-14.72687,-15.75867,-16.80634,-17.78918,0,0,0,0,0,0,0,0,0,0,0,
-18.87958,-17.89246,-16.89362,-15.90411,-14.89038,-13.91797,-12.91986,-11.94861,-10.93524,-9.898071,-8.965271,-7.960388,-6.946899,-5.971619,-4.957581,-5.961182,-6.941406,-7.95874,-8.979553,-10.00043,-10.96863,-12.01477,-13.01202,-14.0108,-15.00299,-16.02155,-17.02985,-18.02576,-19.04883,0,0,0,0,0,0,0,0,0,0,0,
-20.1781,-19.13477,-18.16998,-17.12823,-16.18884,-15.16772,-14.14203,-13.20593,-12.16443,-11.17377,-10.15839,-9.202759,-8.212646,-7.194031,-6.225647,-7.207642,-8.233093,-9.243347,-10.22858,-11.24072,-12.26215,-13.27173,-14.26611,-15.27716,-16.28235,-17.25562,-18.26361,-19.32092,-20.30774,0,0,0,0,0,0,0,0,0,0,0,
-21.36261,-20.41425,-19.43475,-18.40875,-17.44629,-16.44165,-15.4162,-14.43939,-13.45825,-12.42285,-11.44653,-10.47955,-9.474854,-8.44928,-7.491638,-8.49408,-9.452881,-10.47943,-11.51184,-12.50714,-13.50751,-14.49536,-15.539,-16.48627,-17.53613,-18.51501,-19.56512,-20.53448,-21.51416,0,0,0,0,0,0,0,0,0,0,0,
-22.60925,-21.70276,-20.71936,-19.69446,-18.65381,-17.70825,-16.71484,-15.68536,-14.67273,-13.72382,-12.67725,-11.70819,-10.69714,-9.738098,-8.685913,-9.737244,-10.75262,-11.74579,-12.73755,-13.77209,-14.76129,-15.79828,-16.78845,-17.79065,-18.76434,-19.78491,-20.7865,-21.77991,-22.78583,0,0,0,0,0,0,0,0,0,0,0,
-23.92755,-22.93817,-21.88361,-20.93036,-19.93689,-18.91736,-17.92566,-16.95276,-15.953,-14.93994,-13.96204,-12.93573,-11.95697,-10.98309,-9.985413,-10.99951,-12.00226,-12.99634,-13.9917,-15.04016,-16.05627,-17.02045,-18.04547,-19.00055,-20.04785,-21.0506,-22.05701,-23.06305,-24.05731,0,0,0,0,0,0,0,0,0,0,0,
-25.21118,-24.15942,-23.18213,-22.18213,-21.20996,-20.20795,-19.19196,-18.19995,-17.19531,-16.23145,-15.25244,-14.24048,-13.21497,-12.19031,-11.24182,-12.20557,-13.2384,-14.24231,-15.29724,-16.29816,-17.27759,-18.26385,-19.29669,-20.33173,-21.31952,-22.29614,-23.33295,-24.32806,-25.33167,0,0,0,0,0,0,0,0,0,0,0,
-26.44501,-25.40845,-24.42615,-23.46246,-22.44391,-21.46057,-20.45715,-19.48291,-18.47034,-17.47546,-16.48792,-15.45288,-14.48511,-13.50684,-12.46991,-13.51941,-14.55389,-15.5434,-16.53943,-17.53992,-18.52423,-19.52631,-20.56793,-21.5401,-22.55902,-23.54614,-24.578,-25.56165,-26.57721,0,0,0,0,0,0,0,0,0,0,0,
-27.69122,-26.66998,-25.73108,-24.73724,-23.74677,-22.72815,-21.75012,-20.72809,-19.7132,-18.72498,-17.73853,-16.75812,-15.78918,-14.74048,-13.77203,-14.76508,-15.7655,-16.77563,-17.77295,-18.78699,-19.80878,-20.82343,-21.77863,-22.80109,-23.82434,-24.82709,-25.85352,-26.83215,-27.84448,0,0,0,0,0,0,0,0,0,0,0,
-28.96594,-27.95795,-26.94812,-25.97565,-24.98956,-23.99817,-22.99109,-21.95801,-20.97455,-19.99683,-19.01337,-18.01837,-17.01257,-16.0011,-15.0199,-16.05011,-17.01514,-18.0564,-19.04321,-20.02203,-21.06061,-22.05695,-23.07751,-24.09235,-25.05878,-26.0882,-27.10583,-28.10986,-29.09424,0,0,0,0,0,0,0,0,0,0,0,
-30.229,-29.21759,-28.21112,-27.21033,-26.23846,-25.23431,-24.22522,-23.23541,-22.29114,-21.27344,-20.26318,-19.2522,-18.23254,-17.27264,-16.27106,-17.26788,-18.30402,-19.33569,-20.30133,-21.30743,-22.32764,-23.31445,-24.32849,-25.31683,-26.32483,-27.32605,-28.3429,-29.32062,-30.36206,0,0,0,0,0,0,0,0,0,0,0,
-31.46344,-30.45245,-29.44543,-28.50189,-27.50128,-26.54431,-25.49738,-24.50232,-23.48792,-22.51923,-21.48444,-20.51617,-19.5188,-18.5578,-17.5188,-18.52844,-19.534,-20.56097,-21.55017,-22.58887,-23.54785,-24.56903,-25.54834,-26.59839,-27.5954,-28.58862,-29.60297,-30.60956,-31.59924,0,0,0,0,0,0,0,0,0,0,0,
-32.69116,-31.7406,-30.71875,-29.76367,-28.73413,-27.74622,-26.77637,-25.74585,-24.75488,-23.78076,-22.73486,-21.78345,-20.7561,-19.7771,-18.78967,-19.79858,-20.79272,-21.78162,-22.79321,-23.82971,-24.84302,-25.84705,-26.82629,-27.83643,-28.83459,-29.86548,-30.82629,-31.86865,-32.86658,0,0,0,0,0,0,0,0,0,0,0,
-34.00354,-33.0083,-31.99182,-30.98999,-29.99792,-29.0094,-28.01831,-27.01147,-26.01038,-25.01379,-24.01489,-23.07239,-22.06604,-21.0387,-20.03857,-21.05054,-22.05859,-23.04907,-24.05591,-25.07446,-26.11951,-27.10327,-28.09717,-29.09961,-30.11414,-31.10425,-32.12866,-33.12231,-34.12012,0,0,0,0,0,0,0,0,0,0,0,
-35.24268,-34.22705,-33.21997,-32.27222,-31.2677,-30.26465,-29.25964,-28.25232,-27.29858,-26.27185,-25.29492,-24.27429,-23.30969,-22.32141,-21.3208,-22.30981,-23.31226,-24.31287,-25.33142,-26.37146,-27.34985,-28.35815,-29.38452,-30.34363,-31.35889,-32.35693,-33.3512,-34.37671,-35.41785,0,0,0,0,0,0,0,0,0,0,0,
