0,67561504,41130240,67561504,41130240
0,59450080,40699872,59450080,40699872
0,54150528,40606736,54150528,40606736
0,50340528,40499952,50340528,40499952
0,47462352,40424128,47462352,40424128
0,44823744,40520176,44823744,40520176
0,42712224,40429728,42712224,40429728
0,41791520,40535552,41791520,40535552
